,manufacturer,main_type,built_year,first_registration_date,has_all_wheel_drive,horsepower,handover_key_count,length,width,height,mileage,kw,predict,evaluation_datetime,fuel,gear,ac,gps,color
577,Land Rover,XC 60,  2016_year ,5/24/2016,1,247,1,4879,1552,1741,95284,182,,7/21/2018 16:38,Diesel,Auto_or_Hybrid,Auto,Big,brown
578,Skoda,fortwo,  2010_year ,11/30/2010,,152,2,3687,2023,1490,73522,112,,6/18/2018 10:02,Diesel,Manual,Auto,,purple
579,BMW,5,  2007_year ,6/21/2007,,131,2,3665,2184,1635,141072,96,,7/14/2018 12:22,Benzin,Manual,Auto,,brown
580,Peugeot,Golf IV,  2013_year ,6/28/2013,,113,2,3768,1943,1615,73643,83,,6/5/2018 9:44,Benzin,Manual,Auto,Big,red
581,Citroen,M-Klasse,  2007_year ,7/17/2007,,171,2,3537,2091,1421,135727,126,,9/12/2018 12:49,Diesel,Manual,Auto,,brown
582,Suzuki,Touran,  2005_year ,11/17/2005,,142,2,3482,2148,1458,146883,104,,6/22/2018 9:30,Benzin,Manual,Front,,brown
583,Ford,6,  2007_year ,10/3/2007,,103,2,3448,2072,1480,253387,76,,5/27/2018 12:11,Diesel,Manual,Manual,,purple
584,Land Rover,Clio,  2011_year ,11/3/2011,1,259,2,4090,1870,1391,138153,190,,4/21/2018 11:23,Diesel,Auto_or_Hybrid,Auto,Big,brown
585,BMW,CR-V,  2007_year ,1/8/2008,,207,1,3774,2273,1501,151437,152,,6/20/2018 8:35,Benzin,Manual,Auto,,black
586,Kia,A4,  2005_year ,6/3/2005,,99,2,3756,2073,1460,216304,73,,5/22/2018 17:35,Benzin,Manual,Manual,,brown
587,Kia,A4,  2010_year ,3/30/2010,,100,2,3751,1972,1510,129368,74,,7/13/2018 12:48,Benzin,Manual,Manual,,green
588,Fiat,C5,  2008_year ,1/30/2008,,245,2,3540,2210,1484,126511,180,,6/5/2018 10:36,Diesel,Auto_or_Hybrid,Auto,Big,red
589,Audi,Avensis,  2006_year ,4/27/2006,,241,1,3712,2446,1427,253475,178,,5/19/2018 15:58,Benzin,Manual,Auto,Big,purple
590,Citroen,207,  2007_year ,5/22/2007,,297,2,3753,2130,1491,513163,219,,5/27/2018 12:18,Diesel,Auto_or_Hybrid,Auto,Big,red
591,Kia,Golf V,  2014_year ,7/17/2014,1,175,2,3911,1875,1498,71425,128,,6/19/2018 9:32,Diesel,Auto_or_Hybrid,Auto,Big,red
592,MINI,Astra,  2012_year ,8/1/2012,1,152,2,4223,1934,1365,75016,112,,6/14/2018 13:58,Diesel,Auto_or_Hybrid,Auto,Big,white
593,Honda,Zafira,  2005_year ,11/30/2005,,77,2,3749,2412,1510,77874,57,,7/30/2018 16:39,Benzin,Manual,Manual,,silver
594,Land Rover,C-Max,  2012_year ,12/27/2012,,173,2,3966,2134,1421,58464,127,,7/6/2018 14:44,Benzin,Auto_or_Hybrid,Auto,,red
595,Opel,Ibiza,  2010_year ,11/26/2010,,107,1,3799,2240,1534,131168,79,,6/16/2018 11:46,Benzin,Manual,Front,,silver
596,Land Rover,A5,  2010_year ,3/24/2010,,103,2,3663,2011,1427,36110,76,,6/3/2018 12:47,Benzin,Manual,Auto,,brown
597,Land Rover,A5,  2005_year ,6/16/2005,1,186,2,3538,2205,1427,222359,137,,7/12/2018 9:52,Benzin,Manual,Auto,Big,red
598,Fiat,C5,  2012_year ,4/25/2013,,233,2,4122,1768,1398,71657,171,,8/16/2018 14:07,Benzin,Auto_or_Hybrid,Auto,Big,red
599,Fiat,5er,  2012_year ,2/27/2012,,125,2,3834,2175,1557,73998,91,,6/17/2018 19:23,Diesel,Manual,Manual,,red
600,Honda,911,  2006_year ,8/9/2007,,70,2,3729,2308,1472,95335,52,,10/30/2018 8:33,Benzin,Manual,Manual,,orange
601,Citroen,207,  2010_year ,11/17/2010,,177,2,4125,2218,1464,146345,129,,8/15/2018 8:39,Benzin,Auto_or_Hybrid,Auto,Big,red
602,Opel,Ibiza,  2010_year ,7/13/2010,,117,2,3648,2060,1534,119154,87,,7/16/2018 18:30,Benzin,Manual,Auto,Big,white
603,Land Rover,Civic,  2008_year ,4/28/2008,1,174,1,3524,1955,1463,182981,128,,4/28/2018 15:26,Diesel,Auto_or_Hybrid,Auto,Big,red
604,Citroen,500,  2010_year ,5/27/2010,,210,2,3803,2182,1418,200093,153,,10/10/2018 12:26,Diesel,Auto_or_Hybrid,Auto,Big,brown
605,Honda,911,  2009_year ,10/30/2009,,107,2,3725,2255,1472,77569,79,,8/30/2018 16:22,Benzin,Manual,Auto,,red
606,Seat,Yaris,  2010_year ,5/25/2010,,119,1,3544,2311,1452,103757,86,,10/17/2018 16:22,Diesel,Manual,Auto,,brown
607,Renault,Golf VII,  2009_year ,10/26/2009,,81,2,3613,2073,1500,110770,60,,8/3/2018 11:30,Benzin,Manual,Manual,,red
608,Renault,Golf VII,  2008_year ,3/20/2008,,86,2,3749,2077,1535,116129,63,,5/11/2018 10:35,Diesel,Manual,Manual,,brown
609,Citroen,500,  2011_year ,12/21/2011,,294,1,4040,2035,1429,186125,217,,6/2/2018 9:03,Benzin,Auto_or_Hybrid,Auto,Big,brown
610,BMW,Insignia,  2007_year ,3/29/2007,,124,2,3627,2126,1517,145161,92,,7/14/2018 16:53,Benzin,Manual,Auto,,silver
611,Kia,Fiesta,  2000_year ,10/24/2000,,119,2,3515,2387,1634,107783,88,,7/23/2018 11:25,Benzin,Manual,Manual,,yellow
612,BMW,CR-V,  2004_year ,4/1/2005,,119,2,3776,2202,1485,206275,88,,5/16/2018 15:57,Benzin,Manual,Manual,,red
613,Seat,Swift,  2002_year ,1/31/2002,,127,1,3634,2367,1428,229022,93,,9/6/2018 14:16,Benzin,Auto_or_Hybrid,Auto,,gold
614,Land Rover,V 70,  2012_year ,10/15/2012,1,219,2,4207,1911,1655,97794,161,,6/13/2018 15:28,Diesel,Auto_or_Hybrid,Auto,Big,white
615,Citroen,500,  2015_year ,1/30/2015,,277,2,4199,1961,1429,34128,204,,7/3/2018 12:26,Benzin,Auto_or_Hybrid,Auto,Big,red
616,Citroen,500,  2005_year ,1/3/2006,,183,2,3694,2137,1440,277545,135,,9/10/2018 9:24,Diesel,Manual,Auto,Big,red
617,Volvo,XC 90,  2009_year ,5/29/2009,1,385,2,4797,1729,1310,106679,284,,8/9/2018 11:01,Benzin,Auto_or_Hybrid,Auto,Big,red
618,BMW,Insignia,  2012_year ,3/20/2012,,156,2,3695,1995,1516,84252,114,,5/19/2018 10:05,,Auto_or_Hybrid,Auto,,brown
619,BMW,i30,  2010_year ,12/22/2010,,82,2,3743,2159,1822,55078,60,,9/24/2018 9:06,Diesel,Manual,Manual,,black
620,BMW,206,  2008_year ,2/12/2009,,52,2,3550,2076,1467,93211,38,,4/24/2018 15:53,Benzin,Manual,Manual,,red
621,Citroen,500,  2000_year ,8/11/2000,,219,2,3657,2200,1369,158621,162,,7/27/2018 16:32,Benzin,Manual,Manual,,silver
622,Dacia,Kuga,  2010_year ,9/3/2010,,115,2,3567,2074,1468,111984,85,,7/10/2018 14:20,Benzin,Manual,Auto,,brown
623,Audi,1er,  1999_year ,1/7/1999,,78,2,3596,2149,1481,247122,57,,6/8/2018 18:38,Benzin,Manual,,,silver
624,BMW,5,  2006_year ,5/26/2006,,110,2,3530,2419,1652,190741,81,,5/15/2018 17:52,Benzin,Manual,Auto,,red
625,Fiat,C5,  2004_year ,10/27/2004,,201,1,3411,2072,1495,707712,148,,4/20/2018 13:52,Benzin,Auto_or_Hybrid,Auto,Big,brown
626,Citroen,Fabia,  2010_year ,3/30/2010,1,182,2,3751,2166,1573,65596,134,,9/4/2018 10:56,Diesel,Auto_or_Hybrid,Auto,Big,gray
627,Dacia,Kuga,  2011_year ,3/22/2011,,153,2,3887,2350,1468,146611,113,,7/14/2018 17:01,Diesel,Auto_or_Hybrid,Auto,Big,white
628,Kia,A4,  2011_year ,5/17/2011,,135,2,3882,1927,1535,101132,99,,10/9/2018 13:45,Benzin,Manual,Auto,Big,brown
629,Kia,E-Klasse,  2014_year ,7/21/2014,,125,2,3728,2167,1615,48868,92,,9/24/2018 11:59,Benzin,Auto_or_Hybrid,Auto,,red
630,Land Rover,Civic,  2008_year ,7/9/2008,,127,1,3740,2085,1463,325775,94,,7/13/2018 11:30,Diesel,Auto_or_Hybrid,Auto,Big,brown
631,Land Rover,A5,  2013_year ,9/18/2013,1,226,2,4143,1769,1427,56369,166,,3/30/2018 9:28,Diesel,Auto_or_Hybrid,Auto,Big,brown
632,Dacia,Kuga,  2007_year ,8/8/2007,,132,2,3829,2141,1455,185572,97,,6/20/2018 19:40,Diesel,Auto_or_Hybrid,Auto,,purple
633,Audi,RAV 4,  2010_year ,9/10/2010,1,209,2,3721,2303,1710,144705,153,,7/2/2018 10:18,Benzin,Manual,Auto,Mobile,red
634,Opel,Focus,  2012_year ,2/27/2013,,77,2,3714,1975,1497,42302,57,,5/25/2018 9:27,Benzin,Manual,Manual,,black
635,BMW,i30,  2008_year ,5/5/2008,,148,2,3471,2238,1834,292382,109,,5/8/2018 8:51,Diesel,Manual,Manual,,white
636,Citroen,M-Klasse,  2009_year ,12/27/2010,,137,2,3700,2136,1421,74504,101,,5/2/2018 11:20,Benzin,Manual,Auto,,silver
637,Dacia,Yeti,  2011_year ,11/19/2010,,134,2,3929,2285,1691,101792,99,,8/2/2018 12:35,Benzin,Manual,Auto,,gray
638,Citroen,Qashqai,  2006_year ,2/10/2006,1,137,2,3652,2012,1674,268915,100,,7/9/2018 9:27,Diesel,Manual,Auto,,purple
639,Land Rover,A5,  2010_year ,5/4/2010,,168,2,3732,2170,1436,164141,124,,4/12/2018 12:15,Diesel,Manual,Auto,Big,red
640,Kia,A4,  2010_year ,4/30/2010,,125,2,3534,2251,1500,94930,93,,5/24/2018 10:24,Benzin,Manual,Manual,,red
641,Honda,Zafira,  2003_year ,9/5/2003,,99,2,3631,2319,1533,199192,72,,8/16/2018 8:12,Benzin,Manual,Manual,,red
642,Mazda,C4,  2014_year ,5/26/2014,,93,2,3802,2318,1695,83645,68,,9/29/2018 14:25,Benzin,Manual,Manual,,brown
643,Skoda,MINI,  2005_year ,2/27/2007,,159,2,3533,2375,1615,214901,117,,9/26/2018 8:56,Diesel,Manual,Auto,,purple
644,Ford,cee'd,  2010_year ,5/27/2010,1,176,2,3952,1918,1670,161604,129,,9/10/2018 10:55,Diesel,Auto_or_Hybrid,Auto,,silver
645,Land Rover,C-Max,  2002_year ,5/22/2002,,137,1,3384,2233,1427,300369,101,,6/3/2018 10:43,Diesel,Manual,Auto,,red
646,Citroen,500,  2008_year ,6/3/2008,,123,2,3565,2150,1418,225315,90,,7/3/2018 12:03,Diesel,Manual,Auto,Mobile,red
647,Honda,Zafira,  2005_year ,8/2/2005,,116,1,3708,2158,1544,185312,85,,7/3/2018 18:29,Diesel,Manual,Auto,,silver
648,Land Rover,A5,  2009_year ,6/19/2009,1,198,2,3758,2066,1436,91960,146,,8/22/2018 16:43,Benzin,Auto_or_Hybrid,Auto,Big,white
649,Seat,Grande Punto,  2011_year ,1/27/2011,,141,1,3581,2124,1547,259618,104,,7/8/2018 10:58,Diesel,Auto_or_Hybrid,Auto,,gray
650,Nissan,Superb,  2015_year ,7/30/2015,1,160,2,4056,1948,1685,25106,118,,6/23/2018 11:31,Benzin,Manual,Auto,,black
651,Land Rover,C-Max,  2009_year ,1/4/2010,,148,2,3876,2330,1421,91589,109,,6/28/2018 16:49,Benzin,Auto_or_Hybrid,Auto,,red
652,Audi,Passat,  2009_year ,6/22/2009,,58,2,3475,2025,1481,94676,43,,8/1/2018 17:23,Benzin,Manual,Manual,,white
653,Audi,Passat,  2006_year ,6/30/2006,,79,2,3729,2424,1429,175432,58,,4/7/2018 12:28,Diesel,Manual,Manual,,silver
654,BMW,Q5,  2013_year ,5/28/2013,,188,2,4054,2019,1414,69206,139,,8/5/2018 13:31,Benzin,Manual,Auto,,white
655,BMW,5,  2009_year ,12/4/2009,,132,2,3624,2186,1635,94321,97,,8/3/2018 15:51,Benzin,Manual,Auto,Big,red
656,Kia,Fiesta,  2013_year ,10/23/2013,,149,2,3993,2176,1685,49714,110,,4/18/2018 10:54,Benzin,Manual,Auto,Big,white
657,Citroen,Qashqai,  2009_year ,9/29/2009,1,199,2,3686,2081,1674,215792,146,,6/2/2018 9:14,Diesel,Manual,Auto,,red
658,Land Rover,Civic,  2011_year ,8/8/2011,1,256,2,4043,1928,1455,129304,187,,4/28/2018 9:06,Benzin,Auto_or_Hybrid,Auto,Big,brown
659,Volkswagen,Tiguan,  2007_year ,3/28/2008,,121,1,3758,2145,1525,77175,90,,7/10/2018 16:19,Benzin,Manual,Manual,,brown
660,Volkswagen,Tiguan,  2008_year ,5/29/2008,,102,1,3776,2156,1525,193299,75,,9/24/2018 10:54,Diesel,Manual,Auto,,red
661,BMW,Q5,  2009_year ,8/11/2009,,198,1,3782,2205,1469,80466,146,,7/14/2018 15:02,Benzin,Auto_or_Hybrid,Auto,,black
662,Suzuki,Touran,  2014_year ,4/22/2014,,130,2,3810,2215,1625,43690,96,,9/25/2018 15:27,Diesel,Manual,Auto,Big,black
663,Audi,Passat,  2002_year ,7/25/2002,,72,2,3561,2062,1417,202796,53,,4/16/2018 11:15,Benzin,Manual,Manual,Small,black
664,BMW,Q5,  2010_year ,10/5/2010,,120,2,3677,1976,1480,115731,88,,5/6/2018 15:26,Diesel,Manual,Auto,,red
665,BMW,V 50,  2010_year ,5/20/2010,1,219,2,3962,1959,1709,154577,160,,6/1/2018 11:48,Diesel,Auto_or_Hybrid,Auto,Big,red
666,Hyundai,Meriva,  2006_year ,9/6/2006,,97,1,3442,2037,1530,122766,71,,8/27/2018 13:02,Diesel,Manual,Manual,,red
667,BMW,Q5,  2009_year ,10/21/2009,,124,2,3792,2195,1480,84203,91,,5/8/2018 10:51,Benzin,Manual,Manual,,silver
668,Seat,Yaris,  2004_year ,5/28/2004,,151,2,3568,2065,1452,146355,112,,9/5/2018 14:08,Diesel,Manual,Manual,,brown
669,Citroen,M-Klasse,  2007_year ,9/27/2007,,145,2,3571,2177,1421,116043,107,,4/23/2018 10:05,Benzin,Manual,Auto,,brown
670,BMW,Twingo,  2010_year ,9/8/2010,,141,2,3876,1915,1686,231126,104,,4/12/2018 9:46,Diesel,Manual,Auto,,red
671,Citroen,207,  2001_year ,5/4/2001,,175,2,3687,2149,1445,243576,129,,9/4/2018 10:18,Diesel,Auto_or_Hybrid,Auto,,purple
672,Kia,A4,  2013_year ,1/31/2014,,103,2,3760,2195,1510,43793,76,,6/14/2018 16:37,Benzin,Manual,Auto,,white
673,Fiat,C5,  2006_year ,2/17/2006,,259,2,3665,2128,1450,111488,191,,7/29/2018 10:02,Benzin,Auto_or_Hybrid,Auto,,brown
674,Citroen,207,  2008_year ,7/24/2008,,187,2,3835,2312,1491,177968,138,,10/9/2018 14:25,Diesel,Auto_or_Hybrid,Auto,Big,red
675,Kia,Evoque,  2005_year ,5/12/2005,,77,2,3480,2413,1440,244395,57,,5/17/2018 14:09,Benzin,Manual,Auto,,purple
676,Porsche,Golf Plus,  2015_year ,7/31/2015,,92,2,3715,2033,1488,31172,68,,8/6/2018 16:58,Benzin,Manual,Auto,,brown
677,Land Rover,Civic,  2007_year ,4/20/2007,,162,3,3736,1987,1459,266640,119,,9/17/2018 18:02,Benzin,Manual,Auto,Big,brown
678,Skoda,fortwo,  2004_year ,12/29/2004,,159,3,3422,2379,1435,157459,118,,4/16/2018 18:55,Benzin,Manual,Auto,,silver
679,Kia,Golf V,  2009_year ,5/26/2009,1,279,2,3566,2325,1520,157594,205,,6/16/2018 14:21,Benzin,Auto_or_Hybrid,Auto,Big,brown
680,Fiat,Octavia,  2014_year ,4/1/2014,,139,2,3847,2099,1433,41003,103,,6/3/2018 15:54,Diesel,Manual,Manual,Big,white
681,Suzuki,Touran,  2007_year ,2/27/2007,,150,2,3474,2053,1700,267954,111,,8/28/2018 9:36,Diesel,Auto_or_Hybrid,Auto,Big,brown
682,BMW,Touareg,  2011_year ,10/7/2011,,121,2,3849,2182,1970,119722,89,,9/8/2018 12:31,Diesel,Manual,Manual,,purple
683,Citroen,Fabia,  2012_year ,7/30/2012,1,172,2,4061,1964,1545,170047,125,,8/28/2018 10:59,Diesel,Auto_or_Hybrid,Auto,Big,gray
684,Citroen,207,  2013_year ,6/6/2013,1,216,1,4012,2035,1462,135033,158,,5/10/2018 12:21,Diesel,Auto_or_Hybrid,Auto,Big,red
685,Land Rover,C-Max,  2009_year ,11/7/2009,,129,2,3589,2321,1421,95385,95,,9/16/2018 16:52,Diesel,Manual,??,,brown
686,Fiat,C5,  2001_year ,3/20/2001,,182,2,3472,2121,1440,156861,134,,6/7/2018 15:08,Benzin,Auto_or_Hybrid,Manual,,purple
687,Audi,Sharan,  2006_year ,7/19/2007,,152,2,3722,2421,1560,113171,113,,9/25/2018 10:31,Diesel,Manual,Manual,,red
688,BMW,5,  2012_year ,5/18/2012,,137,2,3773,2039,1674,154591,101,,4/19/2018 11:51,Diesel,Manual,Auto,,purple
689,Fiat,C-Klasse,  2011_year ,3/15/2011,,176,2,3951,2183,1459,76319,129,,9/5/2018 16:11,Benzin,Auto_or_Hybrid,Auto,Big,red
690,Citroen,500,  2000_year ,5/4/2000,,134,2,3682,2150,1409,173365,99,,8/16/2018 9:24,Benzin,Manual,Auto,,red
691,BMW,Megane,  2014_year ,9/9/2014,1,295,2,4268,2019,1436,33946,217,,4/27/2018 16:08,Benzin,Auto_or_Hybrid,Auto,Big,white
692,BMW,CR-V,  2006_year ,12/22/2006,,105,2,3563,2007,1513,210357,77,,8/24/2018 10:15,Diesel,Manual,Auto,,red
693,Citroen,500,  2010_year ,2/17/2010,,137,2,3588,2250,1418,219848,100,,10/14/2018 15:48,Diesel,Manual,Auto,Big,red
694,Kia,Evoque,  2003_year ,5/14/2004,,67,1,3522,2253,1440,110552,49,,6/8/2018 10:55,Benzin,Manual,Manual,,brown
695,Kia,A6,  2003_year ,11/26/2004,,158,1,3489,2236,1500,223815,116,,6/12/2018 11:00,Benzin,Manual,Auto,,silver
696,BMW,Megane,  2015_year ,3/3/2015,,200,2,4127,1860,1452,46317,146,,4/10/2018 12:50,Diesel,Auto_or_Hybrid,Auto,Big,red
697,BMW,5,  2007_year ,7/6/2007,,112,2,3684,2208,1670,86815,82,,4/7/2018 16:36,Benzin,Manual,Auto,,orange
698,Hyundai,Meriva,  2000_year ,1/3/2000,,65,1,3584,2105,1500,271866,48,,10/3/2018 10:08,Benzin,Manual,Manual,,purple
699,Land Rover,A5,  2009_year ,5/18/2009,,176,2,3600,2144,1436,93481,129,,8/24/2018 8:33,Benzin,Auto_or_Hybrid,Auto,,brown
700,Citroen,B-Klasse,  2007_year ,8/25/2008,1,260,2,3744,1964,1766,96842,191,,8/25/2018 16:28,Diesel,Auto_or_Hybrid,Auto,Big,red
701,Fiat,C-Klasse,  2010_year ,9/1/2010,,149,2,3725,2316,1447,151214,110,,10/19/2018 15:15,Benzin,Manual,Auto,Big,silver
702,BMW,Mondeo,  2011_year ,9/29/2011,,185,2,4041,1867,1740,167126,136,,6/1/2018 13:36,Diesel,Auto_or_Hybrid,Auto,Big,brown
703,Porsche,Golf Plus,  2008_year ,11/21/2008,,113,1,3635,2039,1488,127036,84,,4/12/2018 10:52,Benzin,Manual,Manual,,red
704,Kia,Evoque,  2007_year ,8/7/2007,,93,2,3705,2077,1488,90948,68,,10/27/2018 9:45,Benzin,Manual,Auto,,red
705,MINI,Astra,  2013_year ,1/29/2013,1,204,2,4038,1895,1365,215961,150,,5/31/2018 9:12,Diesel,Auto_or_Hybrid,Auto,Big,red
706,Toyota,Vectra,  2006_year ,7/19/2006,,93,2,3458,2103,1441,115201,69,,7/15/2018 14:56,Benzin,Manual,Auto,,red
707,Kia,Evoque,  2001_year ,7/17/2001,,64,3,3392,2246,1440,139995,47,,4/25/2018 12:54,Benzin,Manual,,,brown
708,Opel,Ibiza,  2010_year ,5/19/2010,,107,1,3597,2338,1534,121327,78,,4/17/2018 12:26,Benzin,Manual,Manual,,brown
709,Land Rover,A5,  2003_year ,8/26/2003,1,156,1,3483,2307,1428,183645,114,,4/25/2018 11:10,Diesel,Manual,Auto,Big,yellow
710,Citroen,207,  2013_year ,9/3/2013,,180,2,3790,2070,1464,139221,131,,9/1/2018 14:02,Diesel,Manual,Manual,Big,purple
711,Opel,ix35,  2012_year ,8/9/2012,,79,1,3691,2037,1470,198356,58,,6/7/2018 14:47,Benzin,Manual,,,black
712,Fiat,C5,  2007_year ,6/27/2007,,187,2,3522,2241,1506,171319,138,,5/3/2018 12:03,Diesel,Auto_or_Hybrid,Auto,Big,brown
713,Citroen,500,  2005_year ,5/11/2005,,154,2,3658,2049,1409,126537,113,,4/13/2018 13:10,Benzin,Manual,Auto,,silver
714,Volkswagen,Tiguan,  2012_year ,3/21/2013,,129,2,3809,2189,1485,70308,95,,7/7/2018 11:45,Benzin,Auto_or_Hybrid,Auto,Big,brown
715,Citroen,M-Klasse,  2009_year ,8/13/2009,,149,2,3729,2035,1421,145614,109,,8/28/2018 18:55,Benzin,Manual,Auto,Big,brown
716,Audi,Avensis,  2006_year ,6/1/2006,,131,2,3627,2178,1427,133996,97,,5/20/2018 17:21,Benzin,Manual,Auto,,brown
717,Kia,Golf V,  2008_year ,1/20/2009,,172,2,3604,2109,1498,173326,127,,8/13/2018 14:18,Diesel,Manual,Auto,Big,brown
718,Land Rover,C-Max,  2014_year ,5/15/2014,,106,2,3832,2187,1425,138340,78,,9/8/2018 16:17,Diesel,Manual,Auto,Big,red
719,BMW,Insignia,  2005_year ,11/23/2005,,182,2,3823,1977,1472,60514,134,,8/27/2018 11:20,Benzin,Manual,Auto,Big,red
720,Land Rover,Clio,  2011_year ,9/22/2011,,150,2,4013,2090,1391,128754,111,,5/30/2018 10:13,Benzin,Auto_or_Hybrid,Auto,,white
721,Citroen,Qashqai,  2008_year ,6/3/2008,1,190,2,3618,1985,1674,208632,140,,7/15/2018 16:01,Diesel,Auto_or_Hybrid,Auto,Big,white
722,Fiat,C-Klasse,  2004_year ,1/21/2004,,149,2,3435,2322,1465,324895,109,,6/24/2018 13:30,Diesel,Auto_or_Hybrid,Auto,,purple
723,Porsche,Golf VI,  2007_year ,6/26/2007,,59,2,3717,2414,1490,113914,44,,4/6/2018 9:44,Benzin,Manual,Manual,,purple
724,Citroen,500,  2009_year ,3/10/2009,,194,2,3829,2027,1384,74453,143,,6/17/2018 8:55,Benzin,Manual,Auto,,black
725,Fiat,5er,  2007_year ,3/21/2007,,149,2,3650,2193,1603,151204,110,,7/12/2018 10:21,Diesel,Manual,Manual,Mobile,purple
726,BMW,CR-V,  2007_year ,6/1/2007,,119,2,3549,2407,1504,195824,88,,8/6/2018 9:03,Diesel,Manual,Manual,,red
727,BMW,5,  2010_year ,8/16/2010,,137,2,3569,2162,1674,218136,101,,10/18/2018 12:01,Diesel,Auto_or_Hybrid,Auto,Big,red
728,Audi,Avensis,  2009_year ,11/26/2009,,174,2,3708,2166,1548,104948,128,,5/4/2018 12:31,Diesel,Manual,Auto,Big,brown
729,Land Rover,A5,  2001_year ,11/21/2001,,146,2,3588,2265,1428,394082,107,,5/8/2018 10:54,Diesel,Manual,Auto,,black
730,BMW,206,  2005_year ,10/31/2005,,76,2,3480,2310,1467,132371,55,,6/3/2018 14:52,Benzin,Manual,Manual,,purple
731,Volvo,XC 90,  2004_year ,10/15/2004,,340,1,4207,1740,1305,88855,250,,7/3/2018 10:26,Benzin,Auto_or_Hybrid,Auto,Big,red
732,Citroen,Fabia,  2010_year ,12/15/2010,1,190,2,3982,2197,1573,140271,139,,5/11/2018 10:13,Diesel,Auto_or_Hybrid,Auto,,red
733,Land Rover,C-Max,  2014_year ,4/17/2014,,148,2,4094,1942,1425,83344,108,,6/14/2018 16:29,Diesel,Auto_or_Hybrid,Manual,Big,purple
734,Fiat,C-Klasse,  2013_year ,3/6/2013,,164,2,3947,1775,1459,50976,120,,8/2/2018 12:25,Benzin,Auto_or_Hybrid,Auto,,red
735,Seat,Swift,  2010_year ,11/25/2010,,149,2,3792,2236,1484,118430,109,,6/21/2018 9:44,Diesel,Auto_or_Hybrid,Auto,Big,red
736,Seat,X5,  2010_year ,7/14/2010,1,174,2,3962,2005,1713,129432,128,,8/3/2018 13:19,Diesel,Auto_or_Hybrid,Auto,Big,red
737,Seat,Grande Punto,  2008_year ,2/4/2008,,125,2,3756,2012,1547,187036,92,,9/28/2018 17:22,Benzin,Manual,Auto,,red
738,Audi,Passat,  2008_year ,2/7/2008,,78,2,3633,2285,1429,142471,57,,7/31/2018 10:00,Diesel,Auto_or_Hybrid,Manual,,black
739,Citroen,207,  2009_year ,10/14/2009,,226,2,3696,2243,1559,266574,166,,7/10/2018 9:09,Diesel,Auto_or_Hybrid,Auto,Big,brown
740,BMW,Megane,  2016_year ,6/7/2016,,131,2,4020,2185,1452,18338,97,,7/24/2018 19:51,Benzin,Manual,Auto,,brown
741,Land Rover,A5,  2004_year ,1/12/2005,,143,2,3721,2383,1428,166944,106,,6/1/2018 17:39,Benzin,Manual,Auto,,silver
742,Fiat,C-Klasse,  2000_year ,8/30/2000,,145,3,3394,2405,1426,159437,107,,7/5/2018 9:54,Diesel,Auto_or_Hybrid,Auto,Mobile,silver
743,BMW,5,  2012_year ,6/28/2012,,125,2,3875,1839,1674,65708,92,,7/8/2018 17:57,Diesel,Auto_or_Hybrid,Auto,,white
744,Land Rover,A5,  2006_year ,6/30/2006,,174,2,3655,2096,1428,128424,128,,7/18/2018 14:36,Benzin,Manual,Auto,Big,red
745,BMW,Mondeo,  2012_year ,4/26/2012,,175,2,3940,2192,1740,190518,129,,5/24/2018 10:51,Diesel,Manual,Auto,Big,silver
746,BMW,Insignia,  2003_year ,9/19/2003,,160,2,3497,2159,1498,146646,118,,7/13/2018 14:16,Benzin,Manual,Auto,,black
747,Seat,Grande Punto,  2000_year ,2/7/2000,,270,1,3583,2294,1488,351542,199,,5/4/2018 17:20,Benzin,Auto_or_Hybrid,Auto,,purple
748,Audi,Avensis,  2005_year ,7/4/2005,,166,2,3769,2252,1415,104592,122,,5/1/2018 13:31,Benzin,Auto_or_Hybrid,Auto,Big,brown
749,Volkswagen,Tiguan,  2012_year ,10/26/2012,,128,2,3863,2070,1525,94214,94,,6/9/2018 19:21,Benzin,Manual,Auto,Big,red
750,Land Rover,Clio,  2012_year ,3/21/2013,,169,2,4176,2153,1391,121106,124,,6/20/2018 13:56,Diesel,Manual,Auto,Big,red
751,Kia,A4,  2011_year ,10/17/2011,,131,2,3852,2173,1535,176665,96,,9/23/2018 12:36,Diesel,Manual,Auto,Big,red
752,Citroen,M-Klasse,  2015_year ,3/30/2015,,131,2,3843,1962,1440,42882,96,,7/4/2018 11:13,Diesel,Auto_or_Hybrid,Auto,Small,red
753,Toyota,Vectra,  2012_year ,5/24/2012,,78,2,3713,2393,1428,21754,57,,7/26/2018 10:11,Benzin,Manual,,,black
754,Mercedes-Benz,Caddy,??,1/8/2007,,53,2,3548,2227,1549,60535,40,,6/6/2018 10:48,Benzin,Auto_or_Hybrid,Manual,Mobile,silver
755,Seat,Swift,  2003_year ,10/17/2003,,199,2,3709,2087,1428,175835,146,,7/24/2018 10:14,Benzin,Manual,,,black
756,BMW,206,  2005_year ,10/14/2005,,71,2,3489,2237,1467,179528,51,,6/6/2018 15:06,Benzin,Manual,Auto,,silver
757,Fiat,C-Klasse,  2011_year ,11/30/2011,,273,2,4067,2187,1447,176862,201,,5/9/2018 10:18,Diesel,Auto_or_Hybrid,Auto,Big,white
